input_sequence,fold_predictions_ft,fold_predictions_zs,fold_predictions_ft_rouge,fold_predictions_zs_rouge,fold
get all combination of 3 binary values,"create a list `lst` containing all cartesian products of two lists `[0, 1]",Return a list of all the numbers in the system.,0.2,0.23529411764705882,0
case insensitive string comparison between `first` and `second`,check if `first` is equal to `second`,Returns true if first and second are equal.,0.26666666666666666,0.375,0
execute command 'echo $0' in Z shell,run a command `echo $0` in a command prompt to list,os. system,0.4444444444444444,0.0,0
unpack the arguments out of list `params` to function `some_func`,call a function with parameters `params`,some_func is a helper function to call some_func with some parameters,0.23529411764705885,0.33333333333333337,0
sort list `a` in ascending order based on its elements' float values,sort a multidimensional array `a` by values,Sort the array by value.,0.3157894736842105,0.11764705882352941,0
"unzip list `[('a', 1), ('b', 2), ('c', 3), ('d', 4), ('e', )]`",zip two lists `a` and `b` into a list of tuples,zips two arrays of numbers,0.2727272727272727,0.0,0
"selecting rows in Numpy ndarray 'a', where the value in the first column is 0 and value in the second column is 1",find the index of the largest `2` values in a numpy array `a` where the,Returns the array with the elements of a where the first element is true.,0.3684210526315789,0.3783783783783784,0
open a 'gnome' terminal from python script and run  'sudo apt-get update' command.,execute a command `gnome-terminal -e` in a shell script `my_terminal,Launch a shell command,0.3846153846153846,0.22222222222222224,0
Django set default value of field `b` equal to '0000000',define a char field `b` with max length of 7,a = models. CharField,0.3,0.0,0
"get value of environment variable ""HOME""",get the value of the variable 'HOME',Returns the home directory of the current process.,0.7692307692307692,0.28571428571428575,0
set data in column 'value' of dataframe `df` equal to first element of each list,convert column 'value' to string in pandas,df. value = > value,0.36363636363636365,0.2222222222222222,0
get the union of values in list of lists `result_list`,convert a list of tuples `result_list` into a single list of tuples,Return a list of all the elements in the result_list.,0.41666666666666663,0.5454545454545454,0
convert list `x` into a flat list,Convert list of lists `x` into a list of tuples,Map x to y.,0.7058823529411764,0.18181818181818182,0
rotate x-axis text labels of plot `ax` 45 degrees,set labels `ax` on x axis of axis `xaxis`,Set x - axis tick labels.,0.5263157894736842,0.4,0
Parse String `s` to Float or Int,convert a string `s` to integer,Yields an integer if the string is a sequence of integers.,0.4615384615384615,0.1111111111111111,0
parse tab-delimited CSV file 'text.txt' into a list,read csv file 'text.txt' into a list of tuples,List of all the lines in the text file,0.7,0.3157894736842105,0
Get all the items from a list of tuple 'l' where second item in tuple is '1'.,get a list of lists from a list of lists `l` where the first element in the,returns all the elements in the list that are 1,0.5294117647058824,0.37037037037037035,0
get the position of item 1 in `testlist`,get indexes of all the elements in list `testlist` where the first element is greater than,testlist is a list of testcases,0.4166666666666667,0.28571428571428575,0
merge dictionaries form array `dicts` in a single expression,combine a list of dictionaries `dicts` into a dictionary of dictionaries,Iterate over all dicts and return a new dict.,0.3,0.2222222222222222,0
"convert a list of characters `['a', 'b', 'c', 'd']` into a string","join each string `['a', 'b', 'c']` into a",Returns a string with a b and a b.,0.6,0.4761904761904762,0
extend dictionary `a` with key/value pairs of dictionary `b`,Update the contents of list `a` to contain the contents of list `b`,Update the current state of the object.,0.2608695652173913,0.11764705882352941,0
"throw a value error with message 'A very specific bad thing happened', 'foo', 'bar', 'baz'",check if string `A very specific bad thing happened` exists,This is a very specific thing that we can t do.,0.48,0.30769230769230765,0
reverse list `ut` based on the `count` attribute of each object,sort list `ut` by the count of occurrences of the pattern 'count',sorts the ut,0.43478260869565216,0.28571428571428575,0
find all files with extension '.c' in directory `folder`,create a list `results` containing all files in directory `folder`,Get all the files in the folder,0.5263157894736842,0.5,0
get the maximum 2 values per row in array `A`,get a new string including the last two characters of string `A`,A. slice,0.2727272727272727,0.16666666666666669,0
Match regex '[a-zA-Z][\\w-]*\\Z' on string 'A\n',match regex pattern '[a-zA-Z]*' with regex pattern '[a-,A string is a word or a word - only word.,0.5714285714285713,0.28571428571428564,0
sort a list `L` by number after second '.',sort list `L` by value in ascending order,prints the list of integers,0.5,0.15384615384615385,0
"remove all instances of `[1, 1]` from a list `a`","remove all values from a list `[1, 1, 1]` from a list `",Returns a list of the values in a.,0.7272727272727272,0.4444444444444445,0
"append dict `{'f': var6, 'g': var7, 'h': var8}` to value of key `e` in dict `jsobj['a']['b']`",append dictionary `{'a']['b']['e' to `jsobj`,Add the element to the list of elements.,0.48,0.15384615384615383,0
erase all the contents of a file `filename`,How to erase the file contents of a file in Python?,Write the file to disk.,0.631578947368421,0.3076923076923077,0
pretty-print ordered dictionary `o`,print items in dictionary `o`,Pretty - prints the object.,0.6,0.22222222222222224,0
Sort Pandas Dataframe by Date,sort dataframe `df` by column 'Date' in ascending and column ',Sort DataFrame by date,0.5333333333333333,0.888888888888889,0
How to convert a string from CP-1251 to UTF-8?,convert a string `d` to utf-8 encoded string,d. decode to utf8,0.6,0.13333333333333333,0
Return the decimal value for each hex character in data `data`,convert list of tuples `a` to a string,Print the string representation of the numbers in the order of their ordinal value.,0.0,0.23999999999999996,0
Get the date object `date_of_manufacture` of object `car` in string  format '%Y-%m-%d',format the date string '{{car.date_of_manufacture},{{car. date_of_manufacture. strftime,0.6666666666666666,0.38095238095238093,0
replace nan values in a pandas data frame with the average of columns,replace NaN values in a pandas data frame `df` with the mean of column `na`,Fill missing values in the DataFrame.,0.7857142857142856,0.3157894736842105,0
django create a foreign key column `user` and link it to table 'User',django associate zero or more unique values in Django model `models`,User model.,0.08333333333333334,0.13333333333333336,0
substitute two or more whitespace characters with character '|' in string `line`,remove newline in string `line` using a generator,Replace all spaces with |,0.3157894736842105,0.13333333333333333,0
Convert long int `myNumber` into date and time represented in the the string format '%Y-%m-%d %H:%M:%S',convert a datetime object `myNumber` to a datetime object,This is a hack to get the datetime string from a timestamp,0.13793103448275865,0.125,0
check if datafram `df` has any NaN vlaues,get a list of all values in a pandas dataframe `df` that are NaN values,Returns true if any of the columns in the DataFrame are null.,0.1739130434782609,0.2,0
get all digits in a string `s` after a '[' character,match regex pattern '\\d+(?=[A-Z,Find all numbers in the string,0.125,0.37499999999999994,0
"parse a comma-separated string number '1,000,000' into int","convert a string '1,000,000' to a string",1 2 3 4 5 5 6 6 7,0.5,0.09999999999999999,0
"join together with "","" elements inside a list indexed with 'category' within a dictionary `trans`",convert a list of strings `trans` into a string,Category name.,0.34782608695652173,0.125,0
serialize `itemlist` to file `outfile`,python save list `itemlist` to file `outfile`,pickle - dumps the list of items to a file.,0.6666666666666666,0.2857142857142857,0
Getting today's date in YYYY-MM-DD,format datetime object `datetime` with format '%Y-%m-%d %,Returns the current date in YYYY - MM - DD format.,0.0,0.5882352941176471,0
convert a string `my_string` with dot and comma into a float number `my_float`,convert a string of numbers `my_string` to a float number,Convert my string to float,0.6153846153846153,0.4,0
display current time in readable format,print current date and time in a regular format,Returns the current time as a string.,0.5333333333333333,0.30769230769230765,0
insert 77 to index 2 of list `x`,Insert a new string `x` into a new string including the first two characters of string `,x. insert 2 77,0.25,0.6666666666666666,0
get an array of the mean of each two consecutive values in numpy array `x`,subtract the last element of list `x` from the element,Return x with the last character removed.,0.24,0.18181818181818182,0
print each first value from a list of tuples `mytuple` with string formatting,convert list of tuples `L` into a string,prints the first element of a list,0.4761904761904762,0.4,0
convert dictionary `adict` into string,format string `key` with string formatting,Returns a string with the given key.,0.1818181818181818,0.16666666666666666,0
