question_id,intent,rewritten_intent,snippet,idx,time_batch
587345,Python regular expression matching a multiline block of text,"regular expression ""^(.+)\\n((?:\\n.+)+)"" matching a multiline block of text","re.compile('^(.+)\\n((?:\\n.+)+)', re.MULTILINE)",240,0
587647,How to increment a value with leading zeroes?,increment a value with leading zeroes in a number `x`,str(int(x) + 1).zfill(len(x)),241,0
598398,Searching a list of objects in Python,"get elements from list `myList`, that have a field `n` value 30",[x for x in myList if x.n == 30],242,0
610883,know if an object has an attribute,get the value of attribute 'property' of object `a` with default value 'default value',"getattr(a, 'property', 'default value')",243,0
610883,know if an object has an attribute,check if object `a` has property 'property',"if hasattr(a, 'property'):
    pass",244,0
610883,know if an object has an attribute,check if object `a` has property 'property',"if hasattr(a, 'property'):
    pass",245,0
613183,Sort a Python dictionary by value,Sort dictionary `d` by value in descending order,"sorted(d, key=d.get, reverse=True)",246,0
613183,Sort a Python dictionary by value,Sort dictionary `dict1` by value in ascending order,"sorted(dict1, key=dict1.get)",247,0
613183,Sort a Python dictionary by value,Sort dictionary `x` by value in ascending order,"sorted(list(x.items()), key=operator.itemgetter(1))",248,0
613183,Sort a Python dictionary by value,Sort dictionary `d` by value in ascending order,"sorted(list(d.items()), key=(lambda x: x[1]))",249,0
627435,remove an element from a list by index,remove the last element in list `a`,del a[(-1)],250,0
627435,remove an element from a list by index,remove the element in list `a` at index `index`,a.pop(index),251,0
627435,remove an element from a list by index,remove the element in list `a` at index `index`,del a[index],252,0
627435,remove an element from a list by index,remove the last element in list `a`,a.pop(),253,0
627435,remove an element from a list by index,remove the element in list `a` with index 1,a.pop(1),254,0
638048,How do I sum the first value in each tuple in a list of tuples in Python?,How do I sum the first value in each tuple in a list of tuples in Python?,sum([pair[0] for pair in list_of_pairs]),255,0
638360,Python - How to calculate equal parts of two dictionaries?,get set intersection between dictionaries `d1` and `d2`,"dict((x, set(y) & set(d1.get(x, ()))) for x, y in d2.items())",256,0
640001,How can I remove text within parentheses with a regex?,remove parentheses and text within it in string `filename`,"re.sub('\\([^)]*\\)', '', filename)",257,0
642154,convert strings into integers,"convert string ""1"" into integer",int('1'),258,0
642154,convert strings into integers,convert items in `T1` to integers,"T2 = [map(int, x) for x in T1]",259,0
642154,convert strings into integers,function to convert strings into integers,int(),260,0
647515,How can I know python's path under windows?,get the path of Python executable under windows,os.path.dirname(sys.executable),261,0
652291,sorting a list of dictionary values by date in python,sort a list of dictionary values by 'date' in reverse order,"list.sort(key=lambda item: item['date'], reverse=True)",262,0
663171,substring a string,get a new string including the first two characters of string `x`,x[:2],263,0
663171,substring a string,get a new string including all but the last character of string `x`,x[:(-2)],264,0
663171,substring a string,get a new string with the 3rd to the second-to-last characters of string `x`,x[2:(-2)],265,0
663171,get a new string from the 3rd character to the end of the string,get a new string from the 3rd character to the end of the string `x`,x[2:],266,0
663171,reversing a string,reverse a string `some_string`,some_string[::(-1)],267,0
663171,substring a string,select a substring of `s` beginning at `beginning` of length `LENGTH`,s = s[beginning:(beginning + LENGTH)],268,0
663171,selecting alternate characters,"select alternate characters of ""H-e-l-l-o- -W-o-r-l-d""",'H-e-l-l-o- -W-o-r-l-d'[::2],269,0
663171,substring a string,get a new string including the last two characters of string `x`,x[(-2):],270,0
674509,"How do I iterate over a Python dictionary, ordered by values?","iterate over a python dictionary, ordered by values","sorted(list(dictionary.items()), key=lambda x: x[1])",271,0
674509,"How do I iterate over a Python dictionary, ordered by values?",sort dictionary `dictionary` in ascending order by its values,"sorted(list(dictionary.items()), key=operator.itemgetter(1))",272,0
674509,"How do I iterate over a Python dictionary, ordered by values?",Iterate over dictionary `d` in ascending order of values,"sorted(iter(d.items()), key=lambda x: x[1])",273,0
674519,How can I convert a Python dictionary to a list of tuples?,convert python 2 dictionary `a` to a list of tuples where the value is the first tuple element and the key is the second tuple element,"[(v, k) for k, v in a.items()]",274,0
674519,How can I convert a Python dictionary to a list of tuples?,convert a python dictionary `d` to a list of tuples,"[(v, k) for k, v in list(d.items())]",275,0
674519,How can I convert a Python dictionary to a list of tuples?,convert a python dictionary 'a' to a list of tuples,"[(k, v) for k, v in a.items()]",276,0
674519,How can I convert a Python dictionary to a list of tuples?,convert dictionary of pairs `d` to a list of tuples,"[(v, k) for k, v in d.items()]",277,0
674764,string find,find the index of sub string 'a' in string `str`,str.find('a'),278,0
674764,string find,find the index of sub string 'df' in string 'sdfasdf','sdfasdf'.index('df'),279,0
674764,string find,find the index of sub string 's' in string `str` starting from index 16,"str.find('s', 16)",280,0
674764,string find,find the index of sub string 's' in string `str` starting from index 15,"str.find('s', 15)",281,0
674764,string find,find the index of sub string 's' in string `str` starting from index 11 and ending at index 14,"str.find('s', 11, 14)",282,0
674764,string find,find the index of sub string 'World' in `x`,x.find('World'),283,0
674764,string find,find the index of sub string 'cc' in string 'sdfasdf','sdfasdf'.index('cc'),284,0
674764,string find,find the index of sub string 's' in string `str` starting from index 11,"str.find('s', 11)",285,0
674764,string find,find the index of sub string 'g' in string `str`,str.find('g'),286,0
674764,string find,find the index of sub string 'Aloha' in `x`,x.find('Aloha'),287,0
677656,How to extract from a list of objects a list of specific attribute?,extract attribute `my_attr` from each object in list `my_list`,[o.my_attr for o in my_list],288,0
678236,How to get the filename without the extension from a path in Python?,get the filename without the extension from file 'hemanth.txt',print(os.path.splitext(os.path.basename('hemanth.txt'))[0]),289,0
687295,How do I do a not equal in Django queryset filtering?,Filter model 'Entry' where 'id' is not equal to 3 in Django,Entry.objects.filter(~Q(id=3)),290,0
698223,How can I parse a time string containing milliseconds in it with python?,How can I parse a time string containing milliseconds in it with python?,"time.strptime('30/03/09 16:31:32.123', '%d/%m/%y %H:%M:%S.%f')",291,0
701402,Best way to choose a random file from a directory,"choose a random file from the directory contents of the C drive, `C:\\`",random.choice(os.listdir('C:\\')),292,0
715417,Converting from a string to boolean in Python?,Convert string to boolean from defined set of strings,"s in ['true', '1', 't', 'y', 'yes', 'yeah', 'yup', 'certainly', 'uh-huh']",293,0
715550,Best way to encode tuples with json,"serialize dictionary `d` as a JSON formatted string with each key formatted to pattern '%d,%d'","simplejson.dumps(dict([('%d,%d' % k, v) for k, v in list(d.items())]))",294,0
716477,join list of lists in python,Convert nested list `x` into a flat list,[j for i in x for j in i],295,0
716477,join list of lists in python,get each value from a list of lists `a` using itertools,print(list(itertools.chain.from_iterable(a))),296,0
727507,How can I convert Unicode to uppercase to print it?,print unicode string `ex\xe1mple` in uppercase,print('ex\xe1mple'.upper()),297,0
730764,do a try-except without handling the exception,call `doSomething()` in a try-except without handling the exception,"try:
    doSomething()
except:
    pass",298,0
730764,do a try-except without handling the exception,call `doSomething()` in a try-except without handling the exception,"try:
    doSomething()
except Exception:
    pass",299,0
739993,get a list of locally installed Python modules,get a list of locally installed Python modules,help('modules'),300,0
740287,How to check if one of the following items is in a list?,check if any item from list `b` is in list `a`,print(any(x in a for x in b)),301,0
741877,How do I tell matplotlib that I am done with a plot?,Matplotlib clear the current axes.,plt.cla(),302,0
743806,Split string into a list,Split string `line` into a list by whitespace,line.split(),303,0
743806,Split string into a list,"split string `text` by "",""","text.split(',')",304,0
743806,Split string into a list,split string `text` by space,text.split(),305,0
748028,How to get output of exe in python script?,get output from process `p1`,p1.communicate()[0],306,0
748028,How to get output of exe in python script?,How to get output of exe in python script?,"output = subprocess.Popen(['mycmd', 'myarg'], stdout=PIPE).communicate()[0]",307,0
748491,How do I create a datetime in Python from milliseconds?,convert `ms` milliseconds to a datetime object,datetime.datetime.fromtimestamp(ms / 1000.0),308,0
753052,Strip HTML from strings in Python,strip html from strings,"re.sub('<[^<]+?>', '', text)",309,0
755857,Default value for field in Django model,Django set default value of field `b` equal to '0000000',"b = models.CharField(max_length=7, default='0000000', editable=False)",310,0
761804,Trimming a string,"Trimming a string ""Bob has a cat""",'Bob has a cat'.strip(),311,0
761804,Trimming a string,"left trimming ""\n\r"" from string `myString`",myString.lstrip('\n\r'),312,0
761804,Trimming a string,"right trimming ""\n\t"" from string `myString`",myString.rstrip('\n\t'),313,0
761804,Trimming a string,"Trimming a string ""  Hello\n"" by space",'  Hello\n'.strip(' '),314,0
761804,Trimming a string,"Trimming ""\n"" from string `myString`",myString.strip('\n'),315,0
761804,Trimming a string,Trimming a string `str`,str.strip(),316,0
761804,Trimming a string,"Trimming a string "" Hello""",' Hello'.strip(),317,0
761804,Trimming a string,"Trimming a string "" Hello """,' Hello '.strip(),318,0
761804,Trimming a string,trim string `myString `,myString.strip(),319,0
761804,Trimming a string,"trim string "" Hello """,' Hello '.strip(),320,0
761804,Trimming a string,"Trimming a string ""          Hello        """,'          Hello        '.strip(),321,0
764235,Dictionary to lowercase in Python,"Convert each key,value pair in a dictionary `{'My Key': 'My Value'}` to lowercase","dict((k.lower(), v.lower()) for k, v in {'My Key': 'My Value'}.items())",322,0
764235,Dictionary to lowercase in Python,lowercase keys and values in dictionary `{'My Key': 'My Value'}`,"{k.lower(): v.lower() for k, v in list({'My Key': 'My Value'}.items())}",323,0
