input_sequence,output_sequence,fold_predictions_ft,fold_predictions_zs,fold_predictions_ft_rouge,fold_predictions_zs_rouge,fold
"text.split(',')","split string `text` by "",""","Split string `text` by comma `,`",Split text into a list of strings.,0.888888888888889,0.36363636363636365,0
"df.set_index(['Name', 'Destination'])",convert pandas group by object to multi-indexed dataframe with indices 'Name' and 'Destination',Set the index of a column `Name` to be the first value from dataframe `df`,Index of destination name.,0.20689655172413796,0.22222222222222224,0
"text = re.sub('^https?:\\/\\/.*[\\r\\n]*', '', text, flags=re.MULTILINE)",remove any url within string `text`,remove all non-alphanumeric characters from string `text`,Remove https from text,0.42857142857142855,0.4,0
tuple(zip(*t)),rearrange tuple of tuples `t`,convert a list of tuples `t` into a tuple,zips the elements of t into a tuple,0.5714285714285714,0.4615384615384615,0
"random.sample(range(1, 50), 6)",generate 6 random numbers between 1 and 50,create a random 12-digit number,Returns a random 6 - sample number from 1 to 50,0.14285714285714288,0.4444444444444445,0
""""""" """""".join(list)",join a list of strings `list` using a space ' ',join each item in list `list` into a string,Join list of strings,0.4444444444444444,0.6153846153846153,0
"re.findall('[\u4e00-\u9fff]+', ipath)",Find all Chinese characters in string `ipath`,find all unicode characters in string `text`,Find all non - ASCII characters.,0.7142857142857143,0.5,0
"dict((k, int(v)) for k, v in (e.split(' - ') for e in s.split(',')))","Create a dictionary from string `e` separated by `-` and `,`",convert a dictionary `d` to a dictionary of integers,Convert a dictionary of integers to integers.,0.2222222222222222,0.25,0
"for i in [i for (i, x) in enumerate(testlist) if (x == 1)]:
    pass",get the position of item 1 in `testlist`,create a list containing the indices of elements in list `a` where the element is greater than,Iterate over all the elements in the list.,0.24,0.25,0
"list(map(tuple, [['tom', 'cat'], ['jerry', 'mouse'], ['spark', 'dog']]))","convert nested list of lists `[['tom', 'cat'], ['jerry', 'mouse'], ['spark', 'dog']]` into a list of tuples","convert a list of tuples `['tom', 'cat', '",Returns a list of lists of strings.,0.6086956521739131,0.43478260869565216,0
len(my_list),Get the length of list `my_list`,get the size of list `my_list`,Returns the number of items in the list.,0.8571428571428571,0.39999999999999997,0
"np.all(a == a[(0), :], axis=0)",check if all values in the columns of a numpy matrix `a` are same,check if all the values in a numpy array `a` are identical,Returns true if all elements in a are equal.,0.7692307692307692,0.43478260869565216,0
k = hashlib.md5('thecakeisalie').hexdigest(),Get a md5 hash from string `thecakeisalie`,create a key `k` from a string 'thecakeisalie',Generate a unique key for the thecakeisalie,0.5333333333333333,0.2857142857142857,0
del d['ele'],remove key 'ele' from dictionary `d`,clear the value of key 'ele' in dictionary `d`,d el e,0.5333333333333333,0.2222222222222222,0
os.environ,get all environment variables,get current working directory,Get the environment variables.,0.25,0.75,0
"df.ix[df.A == 0, 'B'] = np.nan",set the value in column 'B' to NaN if the corresponding value in column 'A' is equal to 0 in pandas dataframe `df`,get index of rows where column `A` is equal to 0 in dataframe `df`,Index of A = 0 B.,0.4864864864864865,0.21428571428571427,0
"print(arr[1, 1])","get an element at index `[1,1]`in a numpy array `arr`",get the first row of array `arr`,prints the first element of an array,0.3157894736842105,0.3157894736842105,0
l.count('b'),"count the occurrences of item ""b"" in list `l`",count the number of words in a list `l`,Count the number of b in the list,0.6666666666666666,0.7058823529411765,0
"lst = map(list, itertools.product([0, 1], repeat=n))",get all combination of n binary values,"create a list `lst` containing all cartesian products of elements in list `[0, 1",Returns a list of all the elements in the list.,0.19047619047619047,0.23529411764705882,0
df.Country.value_counts().reset_index(name='Sum of Accidents'),get the count of each unique value in column `Country` of dataframe `df` and store in column `Sum of Accidents`,convert dataframe `df` to a column with index in column `name`,Country Counts reset index to 0.,0.3225806451612903,0.07692307692307691,0
type(v),determine the type of variable `v`,check if `v` is an integer,Return the type of the value.,0.16666666666666666,0.5,0
"a[:] = [x for x in a if x != [1, 1]]","remove all instances of [1, 1] from list `a`",remove all values from a list `a` if the value in list `,Replace all elements in a with their values.,0.4761904761904762,0.23529411764705882,0
"re.sub('\\.[^.]+$', '', s)",remove the last dot and all text beyond it in string `s`,remove all non-alphanumeric characters in string `s`,Remove all dots and underscores from the string.,0.5,0.5,0
"zip(*[[1, 2], [3, 4], [5, 6]])","zip lists `[1, 2], [3, 4], [5, 6]` in a list","zip two lists `[1, 2, 3, 4]` and `[1,",zips two arrays,0.6,0.0,0
"df.ix[:, (df.loc[0] == 38.15)].columns",return the column for value 38.15 in dataframe `df`,get index of rows in dataframe `df` where column ',DataFrame. ix,0.4210526315789474,0.16666666666666669,0
"df.groupby(['PplNum', 'RoomNum']).cumcount() + 1",identify duplicated rows in columns 'PplNum' and 'RoomNum' with additional column in dataframe `df`,group dataframe `df` by values for column 'PplNum',PplNum - > RoomNum,0.36363636363636365,0.25,0
text.split(),split string `text` by space,Split string `text` into a list of strings,Split text into a list of strings.,0.4615384615384615,0.3333333333333333,0
"sentence = re.sub('\\s+', '', sentence, flags=re.UNICODE)",remove all whitespaces in string `sentence`,remove all non-alphanumeric characters from string `sentence`,Removes all spaces from the sentence and replaces all spaces with spaces.,0.5714285714285715,0.2222222222222222,0
print(testlist.index(element)),get the position of item `element` in list `testlist`,get the index of a list `testlist` element `element`,Print the index of the element in the testlist,0.6666666666666666,0.5555555555555556,0
(string1.lower() == string2.lower()),case insensitive string comparison between `string1` and `string2`,check if string `string1` is equal to `string2`,Returns true if string1 == string2.,0.375,0.3076923076923077,0
"any(np.equal(a, [1, 2]).all(1))","Check whether a numpy array `a` contains a given row `[1, 2]`",check if any values in a 2d array `a` are identical,True if a is equal to 1 2 or 2.,0.34782608695652173,0.2727272727272727,0
outfile.write('\n'.join(itemlist)),writing items in list `itemlist` to file `outfile`,write list `itemlist` to file `outfile`,Write the list of items to the output file.,0.7142857142857143,0.47058823529411764,0
"parser.add_argument('--version', action='version', version='%(prog)s 2.0')",argparse add argument with flag '--version' and version action of '%(prog)s 2.0' to parser `parser`,argparse associate zero or more arguments with flag'version',Add version argument to the parser,0.30769230769230765,0.4347826086956522,0
"print(re.search('(?P<url>https?://[^\\s]+)', myString).group('url'))",extract a url from a string `myString`,search for urls in url `url` using regex,Print out the current URL.,0.13333333333333333,0.16666666666666666,0
platform.system(),get the platform OS name,clear terminal screen on windows,Returns the system platform.,0.0,0.4444444444444445,0
sentence.strip(),remove whitespace in string `sentence` from beginning and end,Trimming a string `sentence`,Returns the sentence without the sentence - terminator.,0.30769230769230765,0.125,0
root.lift(),make a window `root` jump to the front,create a lift tree from root `root`,Return the first element of the list.,0.26666666666666666,0.13333333333333333,0
"open('outfile', 'w').write('#test firstline\n' + open('infile').read())",prepend the line '#test firstline\n' to the contents of file 'infile' and save as the file 'outfile',"write line ""#test firstline"" to file `outfile`",Write test firstline to file,0.48,0.3478260869565218,0
"page = urllib.request.urlopen('http://www.google.com/')
soup = BeautifulSoup(page)",Parsing webpage 'http://www.google.com/' using BeautifulSoup,"Check the status code of url ""http://www.stackoverflow.com""",Get the page from the server,0.33333333333333326,0.0,0
"s1 = pd.merge(df1, df2, how='inner', on=['user_id'])",Join data of dataframe `df1` with data in dataframe `df2` based on similar values of column 'user_id' in both dataframes,join two dataframes `df1` and `df2` into a single data frame,Merge two dataframes.,0.31249999999999994,0.08333333333333333,0
"gen = (i for (i, x) in enumerate(testlist) if (x == 1))
for i in gen:
    pass",get the position of item 1 in `testlist`,create a generator `gen` containing the indices of elements in list `x`,Generate a generator for the values of the values.,0.3,0.23529411764705882,0
"np.vstack((a, b))",append a numpy array 'b' to a numpy array 'a',concat two 2-d arrays `a` and `b`,Vstack a and b.,0.22222222222222224,0.28571428571428575,0
"re.split(' +', str1)",split string `str1` on one or more spaces with a regular expression,split string `str1` into a list of strings,Split string into a list of strings,0.4,0.3157894736842105,0
any(d['name'] == 'Test' for d in label),"Check if the value of the key ""name"" is ""Test"" in a list of dictionaries `label`",check if a dictionary `d` contains all values associated with key 'name',Returns true if any of the test suite is a test.,0.35714285714285715,0.4444444444444444,0
"zip(*[('a', 1), ('b', 2), ('c', 3), ('d', 4)])","unzip the list `[('a', 1), ('b', 2), ('c', 3), ('d', 4)]`",zip two lists `a` and `b` into a list of tuples,zips two arrays of numbers,0.2727272727272727,0.0,0
len(set(open(yourdictfile).read().split())),count the number of keys in dictionary `yourdictfile`,get the size of a dictionary `yourdictfile`,Return the number of items in the dictionary.,0.5333333333333333,0.625,0
len(s),Getting the length of array `s`,get the size of list `s`,Returns the length of the string.,0.5,0.5,0
"dict(map(lambda s: s.split(':'), ['A:1', 'B:2', 'C:3', 'D:4']))","Convert a list `['A:1', 'B:2', 'C:3', 'D:4']` to dictionary",split a string `s` by ':',Returns a dictionary of all the keys in the key - value format.,0.1111111111111111,0.16,0
"lst = list(itertools.product([0, 1], repeat=3))",get all combination of 3 binary values,"create a list `lst` containing all cartesian products of two lists `[0, 1]",Return a list of all the numbers in the system.,0.2,0.23529411764705882,0
(first.lower() == second.lower()),case insensitive string comparison between `first` and `second`,check if `first` is equal to `second`,Returns true if first and second are equal.,0.26666666666666666,0.375,0
"os.system(""zsh -c 'echo $0'"")",execute command 'echo $0' in Z shell,run a command `echo $0` in a command prompt to list,os. system,0.4444444444444444,0.0,0
some_func(*params),unpack the arguments out of list `params` to function `some_func`,call a function with parameters `params`,some_func is a helper function to call some_func with some parameters,0.23529411764705885,0.33333333333333337,0
