input_sequence,output_sequence,fold_predictions_ft,fold_predictions_zs,fold_predictions_ft_rouge,fold_predictions_zs_rouge,fold
"df.apply(' '.join, axis=0)",Merge all columns in dataframe `df` into one column,replace all the columns in dataframe `df` with string 'join',Join columns of DataFrame,0.5263157894736842,0.30769230769230765,0
x.find('World'),find the index of sub string 'World' in `x`,find the string matches within parenthesis from a string `x` using regex,Find World in the DOM.,0.380952380952381,0.5714285714285714,0
ax.xaxis.set_ticks_position('top'),Move x-axis of the pyplot object `ax` to the top of a plot in matplotlib,How to plot with x-axis at the top of the figure?,Set the x - axis ticks position to top.,0.5714285714285715,0.4166666666666667,0
"df.sort(axis=1, ascending=False)",sort each row in a pandas dataframe `df` in descending order,sort a pandas data frame `df` by row,Sort the DataFrame in ascending order.,0.5263157894736842,0.4705882352941177,0
request.POST.getlist('pass_id'),Get a list values of a dictionary item `pass_id` from post requests in django,django get a value of key 'pass_id' from POST request `request`,Get pass id,0.5925925925925926,0.33333333333333337,0
"max(d, key=lambda x: d[x]['count'])",Find a max value of the key `count` in a nested dictionary `d`,get the maximum of'salary' and 'bonus' values in a dictionary,Returns the maximum value in a dictionary.,0.41666666666666663,0.5,0
sorted(d.items()),How to sort dictionaries by keys in Python,sort dictionary `d` by key,Returns a sorted list of all keys in the dictionary.,0.3076923076923077,0.22222222222222224,0
"print(', '.join(str(x) for x in list_of_ints))",print a list of integers `list_of_ints` using string formatting,"Concat each values in a tuple `(34.2424, -64.2344",prints the values of the array,0.09523809523809525,0.11764705882352942,0
h = int(round(h)),round number `h` to nearest integer,Round number `h` to be an integer,Set the height of the gauge,0.7692307692307692,0.0,0
"hashtags = re.findall('#(\\w+)', str1, re.UNICODE)","match a sharp, followed by letters (including accent characters) in string `str1` using a regex",find all `hashtags` tags by parsing string `s` using regex,Find all hashtags in the document,0.32,0.09523809523809522,0
"sorted(list(x.items()), key=operator.itemgetter(1))",Sort dictionary `x` by value in ascending order,sort a dictionary `x` by value,Returns a sorted list of the items in x.,0.7142857142857143,0.23529411764705882,0
"urllib.request.urlretrieve('http://search.twitter.com/search.json?q=hi', 'hi.json')",save json output from a url ‘http://search.twitter.com/search.json?q=hi’ to file ‘hi.json’ in Python 2,"Check the status code of url ""http://search.twitter.com""",URL to twitter search,0.3225806451612903,0.32,0
"if ('blabla' in open('example.txt').read()):
    pass",Search for string 'blabla' in txt file 'example.txt',Check if key 'blaba' in file 'example.txt',Check if the example. txt file contains blabla,0.47058823529411764,0.47058823529411764,0
"url('^', include('sms.urls')),",Configure url in django properly,get the entire `url` page in tkinter,Returns a regex that matches the sms. urls.,0.3333333333333333,0.0,0
"re.sub('\\((\\w+)\\)', '\\1', s)",remove parentheses only around single words in a string `s` using regex,remove duplicate words from a string `words` using regex,Replace all non - word characters with a single character.,0.5714285714285715,0.1904761904761905,0
{{(item.date | date): 'Y M d'}},Jinja2 formate date `item.date` accorto pattern 'Y M d',get the date 2 months from a string `item` using latex notation,Date of the item,0.1818181818181818,0.28571428571428575,0
"x.reset_index().merge(y, how='left', on='state', sort=False).sort('index')",do a `left` merge of dataframes `x` and `y` on the column `state` and sort by `index`,Merge column  'word' in dataframe `x` with column 'word' on,Reset the index of the columns.,0.29629629629629634,0.2608695652173913,0
print(('%.2f' % a)),print float `a` with two decimal points,printing numbers `a` using string formatting,Print a float,0.15384615384615383,0.6,0
decimal.Decimal(random.randrange(10000)) / 100,generate random Decimal,generate a random number in the range of 100,Returns a random decimal.,0.3333333333333333,0.5714285714285715,0
np.sqrt(np.square(df).sum(axis=1)),normalize the dataframe `df` along the rows,calculate the mean of columns with missing values in a pandas dataframe `df`,Calculate square root of the data.,0.3,0.15384615384615383,0
"db.GqlQuery('SELECT * FROM Schedule WHERE station = $1', foo.key())",Google App Engine execute GQL query 'SELECT * FROM Schedule WHERE station = $1' with parameter `foo.key()`,Update a database `GqlQuery` to have rows of dataframe `db` where the value,Query the schedule for a station,0.06896551724137931,0.2727272727272727,0
"names = list(map(lambda x: x[0], cursor.description))",SQLite get a list of column names from cursor object `cursor`,get a list of pairs from a string `name` using lambda function,Get the names of all the fields,0.43478260869565216,0.33333333333333326,0
"""""""{0:,.2f}"""""".format(24322.34)",Convert float 24322.34 to comma-separated string,"convert24 string formatting in format '{0:,.2f}' to decimal",24 minute precision,0.23529411764705882,0.0,0
"if (not some_string):
    pass",check if string `some_string` is empty,check if a variable `some_string` is a subset of a dictionary `,if some_string is not a phrase we ll just ignore it,0.5263157894736842,0.4210526315789474,0
"df.sort(['Peak', 'Weeks'], ascending=[True, False], inplace=True)",sort a pandas data frame by column `Peak` in ascending and `Weeks` in descending order,sort a pandas data frame by column `Peak` in ascending and `weeks`,Sort the data frame by Peak Weeks and Sort Sort ascending.,0.888888888888889,0.6153846153846153,0
"d = {key: value for (key, value) in iterable}",Create a dictionary `d` from list `iterable`,Filter dictionary `d` to have items with value greater than 0,Returns a map of keys to values.,0.2222222222222222,0.14285714285714285,0
print('{0:.0f}%'.format(1.0 / 3 * 100)),display the float `1/3*100` as a percentage,print a floating point number 155000 as thousands separators,Prints the percentage of the current time.,0.2222222222222222,0.25,0
[d['Name'] for d in thisismylist],create a list where each element is a value of the key 'Name' for each dictionary `d` in the list `thisismylist`,get a list of values from key 'Name' from a list of dictionaries `mylist`,Get a list of all names in the list,0.4,0.4,0
"print(('{0:.2f}'.format(round(a, 2))))",print float `a` with two decimal points,round 1123.262.0 to be an integer,Print round.,0.0,0.22222222222222224,0
k = soup.find(text=re.compile('My keywords')).parent.text,get the context of a search by keyword 'My keywords' in beautifulsoup `soup`,BeautifulSoup find string 'My' in HTML string `soup`,Find the first k,0.380952380952381,0.11764705882352941,0
"pd.concat(map(pd.DataFrame, iter(d.values())), keys=list(d.keys())).stack().unstack(0)",Create a pandas dataframe of values from a dictionary `d` which contains dictionaries of dictionaries,get a list of all the duplicate items in a dictionary `d`,concatenate d d s,0.3703703703703704,0.10526315789473685,0
"""""""abcdabcva"""""".count('ab')","count number of occurrences of a substring 'ab' in a string ""abcdabcva""",Get the count of a word 'abcdabcva' in a string `abcd,Count the number of abcdabcva.,0.6086956521739131,0.47058823529411764,0
list_of_dicts.sort(key=operator.itemgetter('age')),How do I sort a list of dictionaries by values of the dictionary in Python?,sort a list of dictionaries `list_of_dicts` by values in descending order,Sort the list of dictionaries by key.,0.6428571428571429,0.5454545454545455,0
theset = set(k.lower() for k in thedict),convert keys in dictionary `thedict` into case insensitive,lowercase all keys and values in dictionary `thet`,Set of all keys in the lowercase,0.375,0.26666666666666666,0
str.find('g'),find the index of sub string 'g' in string `str`,find a string `g` in string `str`,Find the first g in the string,0.7058823529411764,0.588235294117647,0
df.groupby('ID').head(4),extract the first four rows of the column `ID` from a pandas dataframe `df`,get a first row of rows with same 'ID' in dataframe `df`,Returns the first 4 rows of the DataFrame.,0.5384615384615384,0.5454545454545454,0
b.update(d),"update dictionary `b`, overwriting values where keys are identical, with contents of dictionary `d`",update the `b` dictionary with the contents of `d`,Update the buffer with the new data.,0.6086956521739131,0.19047619047619047,0
"try:
    return int(s)
except ValueError:
    return float(s)",Parse String `s` to Float or Int,convert a string `s` to its base-10 representation,Yields an integer if the string is a sequence of integers.,0.375,0.1111111111111111,0
"[{'A': 1, 'C': 4, 'B': 2, 'D': 4}, {'A': 1, 'C': 4, 'B': 1, 'D': 5}]","creating a list of dictionaries [{'A': 1, 'C': 4, 'B': 2, 'D': 4}, {'A': 1, 'C': 4, 'B': 1, 'D': 5}]",create a list where each element is a dictionary with keys 'A' and 'C' from,A list of all the possible values for a given key.,0.2777777777777778,0.25,0
"data.loc[:, (list(itertools.product(['one', 'two'], ['a', 'c'])))]",From multiIndexed dataframe `data` select columns `a` and `c` within each higher order column `one` and `two`,get a list of all keys in dictionary `data` as keys and values,Product of the data.,0.20000000000000004,0.09523809523809523,0
"newlist = sorted(list_to_be_sorted, key=lambda k: k['name'])",Sort a list of dictionaries `list_to_be_sorted` by the value of the dictionary key `name`,sort a list of dictionaries `list_to_be_sorted` by elements '1',Returns a new sorted list.,0.6896551724137931,0.2727272727272727,0
str_list = [['{0:.8e}'.format(flt) for flt in sublist] for sublist in lst],convert list of sublists `lst` of floats to a list of sublists `str_list` of strings of integers in scientific notation with 8 decimal points,create list `str_list` containing elements of list `l` that are list type,Returns a list of strings.,0.2631578947368421,0.26666666666666666,0
"Employees.objects.values_list('eng_name', flat=True)",django return a QuerySet list containing the values of field 'eng_name' in model `Employees`,"In Django, filter `Employers` to have a list of values",Get all employees,0.48,0.1111111111111111,0
('myVar' in locals()),check if a local variable `myVar` exists,Check if key'myVar' in `locals`,Returns true if the variable is defined in the context of the current context.,0.4615384615384615,0.19047619047619047,0
"struct.unpack('d', binascii.unhexlify('4081637ef7d0424a'))",unpack the binary data represented by the hexadecimal string '4081637ef7d0424a' to a float,convert a hex string `4.8` to a float number,unpacks a 4 byte integer into a double,0.34782608695652173,0.09523809523809525,0
"doc.xpath(""//a[starts-with(text(),'some text')]"")",Get all `a` tags where the text starts with value `some text` using regex,Find the`a` tag in html `document` which starts with the text `TEXT,Find all tags that start with text.,0.4444444444444445,0.38095238095238093,0
"format(12345678.46, ',').replace(',', ' ').replace('.', ',')","insert ' ' between every three digit before '.' and replace ',' with '.' in 12345678.46",print a string `12345678.txt` with dot and comma into a,12345678. 46 - > 12345678. 46,0.2608695652173913,0.25,0
